Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-04-21 14:55 (EST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Energizing Meditation,2020-04-07 09:30 (EST),,,,,,,,,,
2020-04-22 06:00 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Warm Up Ride,2020-01-15 16:05 (EST),17,57,28%,86,12.50,1.04,22,,,
2020-04-22 06:07 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Low Impact Ride,2020-03-02 11:02 (EST),41,68,30%,88,13.65,2.27,54,,,
2020-04-23 06:17 (EST),On Demand,Robin Arzon,30,Cycling,Music,30 min Pop Ride: Live from Home,2020-04-22 09:53 (EST),214,119,43%,77,17.04,8.52,281,,,
2020-04-23 06:50 (EST),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-04-16 04:00 (EST),,,,,,,12,,,
2020-04-24 09:38 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Cool Down Ride,2020-02-25 11:02 (EST),40,66,30%,87,13.61,2.26,52,,,
2020-04-24 09:50 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-05 16:29 (EST),,,,,,,12,,,
2020-04-25 06:28 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-02-29 12:34 (EST),463,129,41%,83,17.61,17.61,609,,,
2020-04-26 10:54 (EST),On Demand,Hannah Corbin,20,Cycling,Music,20 min 90s Ride,2020-04-03 10:32 (EST),119,100,38%,80,15.79,5.26,157,,,
2020-04-27 06:02 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Warm Up Ride,2020-02-08 07:30 (EST),17,57,29%,84,12.50,1.04,22,,,
2020-04-27 06:09 (EST),On Demand,Robin Arzon,30,Cycling,Theme,30 min Together We Ride: Live from Home,2020-04-25 09:55 (EST),218,121,41%,81,17.08,8.54,287,,,
2020-04-28 10:54 (EST),On Demand,Jess King,20,Cycling,Intervals,20 min HIIT Ride,2020-03-30 10:32 (EST),166,139,43%,82,18.07,6.02,219,,,
2020-04-29 05:58 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Warm Up Ride,2019-11-14 16:16 (EST),47,78,31%,90,14.27,2.38,61,,,
2020-04-30 16:11 (EST),On Demand,Leanne Hainsby,30,Cycling,Music,30 min 90s Ride: Live from Home,2020-04-28 09:56 (EST),206,115,41%,78,16.73,8.36,271,,,
2020-04-30 16:43 (EST),On Demand,Leanne Hainsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-03-03 05:30 (EST),,,,,,,12,,,
2020-05-01 09:29 (EST),On Demand,Hannah Frankson,10,Cycling,Low Impact,10 min Cool Down Ride,2020-02-03 06:32 (EST),41,68,36%,67,12.65,2.10,54,,,
2020-05-02 05:58 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Warm Up Ride,2020-03-02 06:30 (EST),19,65,32%,79,13.14,1.10,26,,,
2020-05-02 06:07 (EST),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-03-04 18:19 (EST),326,121,40%,85,17.35,13.01,429,,,
2020-05-03 14:46 (EST),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady Ride: Live from Home,2020-05-02 11:51 (EST),225,125,43%,78,17.58,8.78,296,,,
2020-05-04 15:52 (EST),On Demand,Ben Alldis,30,Cycling,Music,30 min Classic Rock Ride: Live from Home,2020-05-03 07:54 (EST),239,133,42%,83,17.69,8.84,314,,,
2020-05-04 16:25 (EST),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-01-21 03:35 (EST),,,,,,,12,,,
2020-05-05 09:20 (EST),On Demand,Christine D'Ercole,20,Cycling,Low Impact,20 min Low Impact Ride,2020-02-24 10:19 (EST),129,108,40%,79,16.50,5.49,170,,,
2020-05-05 09:42 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-20 14:04 (EST),,,,,,,12,,,
2020-05-05 14:43 (EST),On Demand,Cody Rigsby,5,Strength,Core,5 min Core Strength,2020-01-27 07:30 (EST),,,,,,,24,,,
2020-05-06 06:05 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Warm Up Ride,2019-10-30 14:31 (EST),50,83,33%,88,14.85,2.47,65,,,
2020-05-07 05:58 (EST),On Demand,Jenn Sherman,30,Cycling,Theme,30 min My Mixtape Ride: Live from Home,2020-05-03 09:52 (EST),221,123,43%,78,17.31,8.66,290,,,
2020-05-07 10:47 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-07 11:24 (EST),On Demand,Ally Love,5,Strength,Core,5 min Core Strength,2019-11-18 07:00 (EST),,,,,,,24,,,
2020-05-08 06:32 (EST),On Demand,Cody Rigsby,5,Strength,Lower Body,5 min Glutes & Legs Toning,2019-09-01 08:30 (EST),,,,,,,24,,,
2020-05-08 06:39 (EST),On Demand,Cody Rigsby,5,Strength,Core,5 min Core Strength,2020-01-06 07:30 (EST),,,,,,,24,,,
2020-05-09 10:52 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-02-15 12:35 (EST),491,136,41%,87,18.12,18.12,643,,,
2020-05-09 11:53 (EST),On Demand,Matt Wilpers,5,Cycling,Low Impact,5 min Cool Down Ride,2020-02-14 14:05 (EST),20,67,30%,90,13.59,1.13,26,,,
2020-05-09 11:59 (EST),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-12-16 20:00 (EST),,,,,,,12,,,
2020-05-10 10:49 (EST),On Demand,Ally Love,20,Cycling,Theme,20 min Feel Good Ride,2020-04-10 14:00 (EST),133,111,40%,81,16.66,5.55,175,,,
2020-05-11 06:10 (EST),On Demand,Ally Love,5,Strength,Lower Body,5 min Glutes & Legs Toning,2019-08-30 08:30 (EST),,,,,,,24,,,
2020-05-11 06:29 (EST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-03-21 13:17 (EST),342,127,43%,76,17.16,12.86,448,,,
2020-05-12 06:42 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-12 09:24 (EST),On Demand,Hannah Corbin,15,Cycling,Low Impact,15 min Low Impact Ride,2020-02-09 14:12 (EST),59,65,32%,80,13.48,3.37,77,,,
2020-05-13 05:49 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-13 06:00 (EST),On Demand,Jess King,10,Cycling,Low Impact,10 min Warm Up Ride,2020-01-08 13:32 (EST),54,90,34%,89,15.22,2.54,71,,,
2020-05-14 11:22 (EST),On Demand,Hannah Frankson,5,Cycling,Low Impact,5 min Warm Up Ride,2020-05-13 03:30 (EST),20,67,29%,91,13.22,1.09,26,,,
2020-05-14 11:30 (EST),On Demand,Robin Arzon,30,Cycling,Intervals,30 min HIIT Ride: Live from Home,2020-04-29 09:57 (EST),227,126,44%,76,16.91,8.45,298,,,
2020-05-14 12:02 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Cool Down Ride,2020-02-18 07:30 (EST),29,96,34%,93,15.76,1.31,38,,,
2020-05-14 12:08 (EST),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-01-10 15:33 (EST),,,,,,,12,,,
2020-05-15 15:15 (EST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-02-03 11:19 (EST),210,117,37%,91,17.07,8.53,275,,,
2020-05-15 15:46 (EST),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-22 15:27 (EST),,,,,,,12,,,
2020-05-16 06:22 (EST),On Demand,Ben Alldis,30,Cycling,Music,30 min House Ride: Live from Home,2020-04-30 09:55 (EST),212,118,41%,79,16.78,8.39,278,,,
2020-05-16 06:53 (EST),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-03-14 07:08 (EST),,,,,,,12,,,
2020-05-17 13:48 (EST),On Demand,Kendall Toole,15,Cycling,Music,15 min Pop Ride,2019-12-20 13:00 (EST),102,113,40%,82,16.67,4.16,133,,,
2020-05-18 05:59 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-18 15:33 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2020-02-13 07:50 (EST),319,118,39%,84,16.72,12.53,418,,,
2020-05-18 16:20 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-05 16:29 (EST),,,,,,,12,,,
2020-05-19 06:29 (EST),On Demand,Ally Love,5,Strength,Lower Body,5 min Glutes Toning,2018-03-11 14:37 (EST),,,,,,,24,,,
2020-05-19 06:37 (EST),On Demand,Robin Arzon,5,Strength,Core,5 min Core Strength,2020-04-06 07:00 (EST),,,,,,,24,,,
2020-05-20 05:48 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-20 05:59 (EST),On Demand,Emma Lovewell,10,Cycling,Low Impact,10 min Warm Up Ride,2019-10-01 15:21 (EST),45,75,32%,88,14.22,2.37,59,,,
2020-05-21 10:14 (EST),On Demand,Ben Alldis,30,Cycling,Music,30 min Rock Ride: Live from Home,2020-05-18 08:55 (EST),214,119,40%,82,16.95,8.47,281,,,
2020-05-21 11:07 (EST),On Demand,Chase Tucker,10,Stretching,Lower Body Stretch,10 min Glutes & Legs Stretch,2020-03-10 09:56 (EST),,,,,,,24,,,
2020-05-22 06:31 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-23 15:30 (EST),On Demand,Jenn Sherman,30,Cycling,Music,30 min 90s Rock Ride: Live from Home,2020-05-21 12:25 (EST),198,110,42%,77,16.44,8.22,260,,,
2020-05-24 10:53 (EST),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-01-27 11:18 (EST),218,121,39%,88,17.20,8.60,286,,,
2020-05-25 10:28 (EST),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-02-12 18:18 (EST),318,118,38%,89,17.04,12.78,417,,,
2020-05-25 11:14 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-20 14:04 (EST),,,,,,,12,,,
2020-05-26 05:55 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-05-27 05:47 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Warm Up Ride,2020-05-26 10:00 (EST),43,71,31%,88,13.80,2.30,56,,,
2020-05-28 06:23 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2020-05-27 16:20 (EST),214,119,39%,87,17.19,8.58,281,,,
2020-05-28 06:55 (EST),On Demand,Kendall Toole,20,Cycling,Music,20 min Rock Ride,2020-05-27 15:05 (EST),176,146,45%,81,18.63,6.21,230,,,
2020-05-28 07:15 (EST),On Demand,Hannah Frankson,5,Cycling,Low Impact,5 min Cool Down Ride,2020-05-01 03:30 (EST),30,100,41%,76,16.09,1.33,39,,,
2020-05-28 07:21 (EST),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-18 03:23 (EST),,,,,,,12,,,
2020-05-29 15:57 (EST),On Demand,Christine D'Ercole,20,Cycling,Music,20 min 90s Rock Ride,2020-05-28 18:24 (EST),174,145,43%,84,18.45,6.15,228,,,
2020-05-29 16:19 (EST),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-01-17 03:40 (EST),,,,,,,10,,,
2020-05-30 05:58 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2020-05-28 10:00 (EST),15,52,27%,85,12.06,1.00,20,,,
2020-05-30 06:06 (EST),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Max Ride,2020-05-29 17:00 (EST),214,119,38%,83,16.27,8.13,280,,,
2020-05-30 06:39 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Cool Down Ride,2020-05-28 10:00 (EST),37,62,29%,87,13.01,2.17,49,,,
2020-05-30 06:50 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-05 16:29 (EST),,,,,,,12,,,
2020-05-31 16:11 (EST),On Demand,Hannah Corbin,15,Cycling,Music,15 min Hip Hop Ride,2020-05-30 18:38 (EST),99,110,40%,78,16.52,4.13,129,,,
2020-06-01 05:53 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-06-01 06:01 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Warm Up Ride,2020-05-26 10:00 (EST),42,70,30%,90,13.80,2.29,55,,,
2020-06-01 06:13 (EST),On Demand,Denis Morton,30,Cycling,Music,30 min Classic Rock Ride,2020-05-30 14:19 (EST),200,111,39%,84,16.73,8.36,263,,,
2020-06-01 06:46 (EST),On Demand,Tunde Oyeneyin,15,Cycling,Music,15 min Hip Hop Ride,2020-05-31 18:33 (EST),106,118,39%,87,16.99,4.25,139,,,
2020-06-01 07:02 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-12-19 15:30 (EST),,,,,,,12,,,
2020-06-01 13:31 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,,,,
2020-06-02 09:09 (EST),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Recovery Ride,2020-05-31 04:25 (EST),71,59,29%,84,12.81,4.27,93,,,
2020-06-03 15:30 (EST),On Demand,Christine D'Ercole,20,Cycling,Low Impact,20 min Low Impact Ride,2020-05-31 17:04 (EST),89,74,33%,83,14.24,4.74,117,,,
2020-06-04 06:12 (EST),On Demand,Olivia Amato,20,Cycling,Low Impact,20 min Low Impact Ride,2020-04-24 09:00 (EST),76,63,30%,84,13.20,4.40,100,,,
2020-06-04 06:33 (EST),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-22 15:27 (EST),,,,,,,12,,,
2020-06-04 16:30 (EST),Live,Olivia Amato,30,Cycling,Music,30 min Classic Rock Ride,2020-06-04 16:26 (EST),177,95,37%,80,15.40,7.97,233,,,
2020-06-05 06:26 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Low Impact Ride,2020-06-03 17:05 (EST),37,62,29%,88,13.20,2.20,49,,,
2020-06-06 11:06 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Warm Up Ride,2020-03-02 06:30 (EST),21,70,32%,82,13.73,1.14,28,,,
2020-06-06 11:13 (EST),On Demand,Tunde Oyeneyin,30,Cycling,Theme,30 min Speak Up Ride,2020-06-03 17:54 (EST),176,98,37%,85,15.82,7.90,231,,,
2020-06-06 11:45 (EST),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-12-19 15:30 (EST),,,,,,,12,,,
2020-06-06 11:55 (EST),On Demand,Rebecca Kennedy,10,Strength,Core,10 min Core Strength,2020-04-29 17:05 (EST),,,,,,,49,,,
2020-06-06 12:07 (EST),On Demand,Erik Jager,10,Stretching,Pre & Post-Ride Stretch,10 min Post-Ride Stretch,2020-06-04 03:30 (EST),,,,,,,24,,,
2020-06-06 12:18 (EST),On Demand,Becs Gentry,5,Stretching,Lower Body Stretch,5 min Glutes & Legs Stretch,2020-02-12 10:33 (EST),,,,,,,12,,,
2020-06-06 13:46 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Mindfulness,"10 min Breathe In, Speak Up Meditation",2020-06-03 18:29 (EST),,,,,,,,,,
2020-06-07 10:39 (EST),On Demand,Sam Yo,15,Cycling,Low Impact,15 min Low Impact Ride,2020-03-27 05:00 (EST),61,68,32%,82,13.69,3.42,81,,,
2020-06-08 05:55 (EST),On Demand,Emma Lovewell,20,Cycling,Low Impact,20 min Low Impact Ride,2020-04-29 16:00 (EST),89,74,34%,79,14.14,4.71,117,,,
2020-06-08 06:17 (EST),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-01-21 16:31 (EST),,,,,,,12,,,
2020-06-09 05:53 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Warm Up Ride,2020-06-07 10:00 (EST),16,55,29%,79,12.21,1.01,21,,,
2020-06-09 06:01 (EST),On Demand,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2020-06-06 18:00 (EST),158,88,38%,76,15.25,7.62,207,,,
2020-06-09 06:32 (EST),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-05-31 10:00 (EST),,,,,,,12,,,
2020-06-09 06:38 (EST),On Demand,Robin Arzon,5,Strength,Core,5 min Core Strength,2020-02-05 09:30 (EST),,,,,,,24,,,
2020-06-10 06:02 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Warm Up Ride,2019-11-14 16:16 (EST),44,74,32%,85,14.00,2.33,58,,,
2020-06-11 06:10 (EST),On Demand,Robin Arzon,30,Cycling,Theme,30 min Pride Ride: Live from Home,2020-06-10 12:24 (EST),190,106,43%,74,16.13,8.07,249,,,
2020-06-11 06:42 (EST),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-01-10 15:33 (EST),,,,,,,12,,,
2020-06-11 06:51 (EST),On Demand,Robin Arzon,10,Strength,Core,10 min Pride Core Strength,2020-06-09 15:34 (EST),,,,,,,49,,,
2020-06-12 08:56 (EST),On Demand,Ally Love,5,Strength,Core,5 min Core Strength,2020-01-02 08:00 (EST),,,,,,,24,,,
2020-06-12 09:02 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-06-13 10:41 (EST),On Demand,Adrian Williams,10,Strength,Core,10 min Core Strength,2020-05-22 10:00 (EST),,,,,,,49,,,
2020-06-13 15:57 (EST),On Demand,Christine D'Ercole,15,Cycling,Music,15 min 70s Ride,2020-06-12 17:05 (EST),112,125,38%,90,17.31,4.32,147,,,
2020-06-14 05:58 (EST),On Demand,Jess King,5,Cycling,Low Impact,5 min Warm Up Ride,2020-06-03 10:00 (EST),20,66,30%,86,13.54,1.11,26,,,
2020-06-14 06:06 (EST),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2020-06-12 16:21 (EST),223,124,40%,85,17.36,8.68,293,,,
2020-06-14 06:38 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-20 14:04 (EST),,,,,,,12,,,
2020-06-15 14:24 (EST),On Demand,Selena Samuela,10,Strength,Core,10 min Core Strength,2020-05-31 18:49 (EST),,,,,,,49,,,
2020-06-15 14:36 (EST),On Demand,Aditi Shah,10,Yoga,Yoga Anywhere,10 min Chair Yoga,2020-04-09 09:30 (EST),,,,,,,39,,,
2020-06-15 14:48 (EST),On Demand,Jess Sims,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-06-04 14:00 (EST),,,,,,,24,,,
2020-06-16 05:54 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2020-06-09 16:00 (EST),335,124,39%,87,17.25,12.93,439,,,
2020-06-16 06:41 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-15 10:00 (EST),,,,,,,12,,,
2020-06-17 05:49 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Warm Up Ride,2020-05-26 10:00 (EST),40,66,29%,91,13.28,2.21,52,,,
2020-06-17 06:04 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio: Live from Home,2020-06-03 10:52 (EST),,,,,,,114,,,
2020-06-18 05:40 (EST),On Demand,Ally Love,45,Cycling,Intervals,45 min Tabata Ride,2020-02-11 05:46 (EST),306,113,40%,79,15.98,11.98,401,,,
2020-06-18 06:28 (EST),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-17 10:00 (EST),,,,,,,12,,,
2020-06-19 06:06 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-06-20 05:19 (EST),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Ride,2020-06-03 16:20 (EST),205,114,39%,82,16.39,8.19,269,,,
2020-06-20 05:51 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2020-06-19 17:06 (EST),119,100,41%,75,15.92,5.30,157,,,
2020-06-20 06:11 (EST),On Demand,Cody Rigsby,5,Cycling,Low Impact,5 min Cool Down Ride,2020-02-15 07:30 (EST),23,76,34%,82,14.41,1.19,30,,,
2020-06-20 06:17 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-03-15 07:30 (EST),,,,,,,12,,,
2020-06-21 12:46 (EST),On Demand,Ally Love,5,Strength,Core,5 min Core Strength,2019-12-24 08:00 (EST),,,,,,,24,,,
2020-06-22 14:34 (EST),On Demand,Cody Rigsby,5,Meditation,Emotions,5 min Kindness Meditation,2020-06-22 10:00 (EST),,,,,,,,,,
2020-06-22 14:42 (EST),On Demand,Cody Rigsby,5,Strength,Core,5 min Core Strength,2020-03-15 08:30 (EST),,,,,,,24,,,
2020-06-23 06:25 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-06-23 06:34 (EST),On Demand,Chase Tucker,10,Strength,Core,10 min Core Strength,2020-06-20 10:00 (EST),,,,,,,49,,,
2020-06-23 12:13 (EST),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-22 10:00 (EST),,,,,,,12,,,
2020-06-24 06:20 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Warm Up Ride,2020-05-26 10:00 (EST),41,69,30%,89,13.69,2.28,54,,,
2020-06-24 06:36 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio: Live from Home,2020-05-21 14:24 (EST),,,,,,,114,,,
2020-06-25 06:02 (EST),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Ride,2020-06-20 17:00 (EST),222,123,40%,83,17.26,8.63,291,,,
2020-06-25 06:33 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Cool Down Ride,2020-02-03 11:02 (EST),42,70,30%,91,13.95,2.32,55,,,
2020-06-25 06:44 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-20 14:04 (EST),,,,,,,12,,,
2020-06-26 09:08 (EST),On Demand,Adrian Williams,10,Stretching,Pre & Post-Run Stretch,10 min Post-Run Stretch,2020-06-20 17:14 (EST),,,,,,,24,,,
2020-06-27 06:01 (EST),On Demand,Kendall Toole,30,Cycling,Theme,30 min Pride Ride,2020-06-20 16:21 (EST),210,117,42%,77,17.08,8.54,276,,,
2020-06-27 06:32 (EST),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-08 10:00 (EST),,,,,,,12,,,
2020-06-28 10:05 (EST),On Demand,Denis Morton,20,Yoga,Slow Flow,20 min Slow Flow,2020-05-28 18:05 (EST),,,,,,,68,,,
2020-06-29 09:20 (EST),On Demand,Robin Arzon,10,Strength,Core,10 min Core Strength,2020-05-25 09:00 (EST),,,,,,,49,,,
2020-06-30 06:21 (EST),On Demand,Christine D'Ercole,30,Cycling,Power Zone,30 min Power Zone Max Ride,2020-06-28 17:49 (EST),177,98,36%,85,15.03,7.51,232,,,
2020-06-30 06:53 (EST),On Demand,Kendall Toole,10,Cycling,Low Impact,10 min Cool Down Ride,2020-06-10 17:03 (EST),56,94,37%,82,15.73,2.62,74,,,
2020-06-30 07:05 (EST),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-29 10:00 (EST),,,,,,,10,,,
2020-07-01 06:24 (EST),On Demand,Jess Sims,20,Cardio,HIIT,20 min HIIT Cardio: Live from Home,2020-06-17 10:53 (EST),,,,,,,114,,,
2020-07-02 17:18 (EST),On Demand,Multiple Instructors ,45,Cycling,Theme,45 min All For One Ride,2020-07-02 09:00 (EST),311,115,40%,83,16.84,12.64,407,,,
2020-07-03 05:39 (EST),On Demand,Cody Rigsby,10,Cycling,Theme,10 min All for One Warm Up Ride,2020-07-02 16:48 (EST),32,53,26%,94,12.15,2.02,41,,,
2020-07-03 05:51 (EST),On Demand,Multiple Instructors ,45,Cycling,Theme,45 min All For One More Ride,2020-07-02 09:00 (EST),305,112,39%,84,16.62,12.56,400,,,
2020-07-03 06:38 (EST),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-07-01 10:25 (EST),,,,,,,12,,,
2020-07-04 05:48 (EST),On Demand,Christine D'Ercole,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2020-07-03 09:21 (EST),301,112,41%,79,16.70,12.52,395,,,
2020-07-04 06:36 (EST),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-02-20 14:04 (EST),,,,,,,12,,,
2020-07-05 16:20 (EST),On Demand,Robin Arzon,10,Cycling,Low Impact,10 min Low Impact Ride,2020-07-02 09:15 (EST),66,110,37%,86,16.33,2.71,86,,,
2020-07-06 06:24 (EST),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 15:20 (EST),,,,,,,24,,,
2020-07-07 16:11 (EST),On Demand,Jess King,30,Cycling,Intervals,30 min HIIT Ride,2020-07-02 13:22 (EST),244,135,42%,82,17.49,8.74,319,,,
2020-07-07 16:44 (EST),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-06-22 10:00 (EST),,,,,,,12,,,
2020-07-08 06:10 (EST),On Demand,Ally Love,10,Cycling,Theme,10 min All for One More Warm Up Ride,2020-07-03 12:48 (EST),48,81,35%,81,14.70,2.45,64,,,
