Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2019-02-17 15:10 (EST),On Demand,Leanne Hainsby,20,Cycling,Music,20 min Pop Ride,2019-02-15 05:42 (EST),137,114,41%,77,16.45,5.48,185,,,
2019-02-18 14:47 (EST),On Demand,Christine D'Ercole,30,Cycling,Music,30 min 70s Rock Ride,2019-02-18 11:18 (EST),209,116,41%,78,16.66,8.33,182,114.91,,
2019-02-18 15:19 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Low Impact Ride,2019-02-14 10:02 (EST),51,86,37%,79,15.05,2.50,56,110.87,,
2019-02-19 06:13 (EST),On Demand,Ally Love,45,Cycling,Intervals,45 min Intervals Ride,2018-11-07 05:49 (EST),307,114,41%,74,16.34,12.25,417,,,
2019-02-20 11:30 (EST),Live,Emma Lovewell,30,Cycling,Music,30 min Pop Ride,2019-02-20 11:19 (EST),208,115,42%,73,16.14,8.07,281,,,
2019-02-20 12:02 (EST),On Demand,Emma Lovewell,5,Cycling,Low Impact,5 min Cool Down Ride,2019-02-12 14:52 (EST),25,83,35%,81,14.71,1.22,34,,,
2019-02-21 06:11 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-02-14 05:48 (EST),254,94,37%,79,15.46,11.59,345,,,
2019-02-21 06:58 (EST),On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Cool Down Ride,2019-02-08 11:01 (EST),33,55,28%,83,12.12,2.02,45,,,
2019-02-23 06:00 (EST),On Demand,Jennifer Jacobs,60,Cycling,Music,60 min Classic Rock Ride,2019-01-19 12:34 (EST),404,112,42%,75,16.41,16.40,391,117.89,,
2019-02-23 07:02 (EST),On Demand,Jennifer Jacobs,5,Cycling,Low Impact,5 min Cool Down Ride,2019-01-25 14:22 (EST),16,54,32%,70,12.24,1.02,22,99.78,,
2019-02-24 11:46 (EST),On Demand,Leanne Hainsby,20,Cycling,Music,20 min Pop Ride,2019-02-22 05:01 (EST),138,115,41%,77,16.61,5.53,187,,,
2019-02-25 09:23 (EST),On Demand,Ben Alldis,20,Cycling,Intervals,20 min HIIT Ride,2019-02-24 04:25 (EST),139,116,41%,76,16.26,5.42,188,,,
2019-02-27 14:51 (EST),On Demand,Ally Love,30,Cycling,Music,30 min 80s Pop Ride,2019-02-21 10:19 (EST),206,115,43%,76,16.95,8.46,280,,,
2019-02-28 06:08 (EST),On Demand,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2019-02-09 11:33 (EST),333,123,43%,79,17.26,12.94,323,123.24,,
2019-02-28 06:56 (EST),On Demand,Jess King,10,Cycling,Low Impact,10 min Cool Down Ride,2019-01-16 17:02 (EST),60,100,37%,83,15.88,2.64,71,123.70,,
2019-03-02 06:16 (EST),On Demand,Christine D'Ercole,60,Cycling,Music,60 min Classic Rock Ride,2018-12-29 09:48 (EST),425,118,42%,75,16.75,16.74,576,,,
2019-03-02 07:18 (EST),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Cool Down Ride,2019-03-01 10:02 (EST),42,70,36%,72,13.70,2.28,57,,,
2019-03-03 05:33 (EST),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min HIIT Ride,2019-02-27 13:19 (EST),171,95,39%,75,15.24,7.61,232,,,
2019-03-05 06:05 (EST),On Demand,Jennifer Jacobs,60,Cycling,Climb,60 min Climb Ride,2018-11-10 09:49 (EST),463,129,46%,71,17.77,17.77,628,,,
2019-03-07 13:47 (EST),On Demand,Jenn Sherman,30,Cycling,Low Impact,30 min Low Impact Ride,2019-01-22 13:21 (EST),170,95,38%,78,15.43,7.70,231,,,
2019-03-08 11:08 (EST),On Demand,Ben Alldis,20,Cycling,Music,20 min Pop Ride,2019-03-07 12:01 (EST),115,96,36%,82,15.28,5.09,156,,,
2019-03-08 11:31 (EST),On Demand,Alex Toussaint,20,Cycling,Music,20 min 80s Rock Ride,2019-03-07 16:19 (EST),125,105,38%,83,15.93,5.30,170,,,
2019-03-09 06:13 (EST),On Demand,Christine D'Ercole,60,Cycling,Heart Rate Zone,60 min HRZ Endurance Ride,2019-02-23 09:49 (EST),353,98,37%,80,15.44,15.43,314,107.56,,
2019-03-10 12:32 (EST),On Demand,Jennifer Jacobs,30,Cycling,Heart Rate Zone,30 min HRZ Power Ride,2017-09-06 13:20 (EST),241,134,43%,83,17.99,8.99,230,123.46,,
2019-03-10 13:04 (EST),On Demand,Jennifer Jacobs,10,Cycling,Low Impact,10 min Cool Down Ride,2019-02-14 17:01 (EST),56,94,39%,76,15.55,2.59,69,116.61,,
2019-03-12 05:48 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2018-12-29 12:38 (EST),428,119,40%,81,16.90,16.90,444,121.57,,
2019-03-13 11:10 (EST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2018-12-27 09:00 (EST),175,146,42%,90,18.72,6.23,230,,,
2019-03-14 06:07 (EST),On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-03-12 17:20 (EST),326,121,42%,73,16.55,12.41,360,126.37,,
2019-03-14 06:53 (EST),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-02-26 14:47 (EST),,,,,,,30,108.59,,
2019-03-16 05:48 (EST),On Demand,Christine D'Ercole,60,Cycling,Heart Rate Zone,60 min HRZ Threshold Ride,2019-03-09 09:49 (EST),438,122,42%,77,16.98,16.98,502,124.82,,
2019-03-16 06:48 (EST),On Demand,Emma Lovewell,5,Cycling,Low Impact,5 min Cool Down Ride,2019-02-12 14:52 (EST),29,96,38%,79,15.79,1.32,37,121.57,,
2019-03-18 08:51 (EST),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Disco Ride,2019-02-25 01:52 (EST),230,128,44%,76,17.54,8.76,303,,,
2019-03-19 05:42 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2019-01-14 14:37 (EST),19,64,30%,84,13.24,1.10,25,,,
2019-03-19 05:49 (EST),On Demand,Jennifer Jacobs,60,Cycling,Climb,60 min Climb Ride,2018-11-10 09:49 (EST),495,138,47%,73,18.36,18.36,652,,,
2019-03-21 06:00 (EST),On Demand,Christine D'Ercole,60,Cycling,Heart Rate Zone,60 min HRZ Threshold Ride,2019-02-16 09:49 (EST),457,127,41%,82,17.32,17.31,491,127.94,,
2019-03-22 09:30 (EST),Live,Hannah Corbin,20,Cycling,Music,20 min 80s Pop Ride,2019-03-22 09:19 (EST),132,111,38%,83,16.41,5.46,174,,,
2019-03-23 06:32 (EST),On Demand,Matt Wilpers,5,Cycling,Low Impact,5 min Training Program Warm Up,2017-05-24 15:43 (EST),18,61,28%,88,12.89,1.07,24,98.64,,
2019-03-23 06:42 (EST),On Demand,Jennifer Jacobs,60,Cycling,Music,60 min Classic Rock Ride,2019-03-10 09:49 (EST),486,135,47%,74,18.12,18.12,489,127.66,,
2019-03-23 07:44 (EST),On Demand,Leanne Hainsby,10,Cycling,Low Impact,10 min Cool Down Ride,2019-03-13 02:53 (EST),48,81,38%,72,14.59,2.43,63,111.71,,
2019-03-24 13:43 (EST),On Demand,Alex Toussaint,30,Cycling,Low Impact,30 min Low Impact Ride,2018-09-13 12:19 (EST),229,127,41%,83,17.57,8.78,243,127.14,,
2019-03-25 11:30 (EST),Live,Christine D'Ercole,30,Cycling,Music,30 min 70s Rock Ride,2019-03-25 11:18 (EST),244,136,41%,89,17.97,8.98,321,,,
2019-03-26 05:47 (EST),On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,2019-03-24 07:47 (EST),203,75,34%,79,14.00,10.50,267,,,
2019-03-28 08:45 (EST),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2019-03-24 04:23 (EST),114,95,37%,82,15.55,5.17,150,,,
2019-04-01 05:53 (EST),On Demand,Matt Wilpers,5,Cycling,Low Impact,5 min Training Program Warm Up,2017-05-24 15:43 (EST),18,61,30%,83,12.84,1.07,24,,,
2019-04-01 06:01 (EST),On Demand,Jennifer Jacobs,30,Cycling,Climb,30 min Climb Ride,2018-10-22 12:18 (EST),264,147,45%,79,18.55,9.27,347,,,
2019-04-01 06:33 (EST),On Demand,Jennifer Jacobs,30,Cycling,Intervals,30 min HIIT Ride,2019-03-27 09:19 (EST),228,127,38%,78,15.80,7.90,300,,,
2019-04-01 07:05 (EST),On Demand,Jenn Sherman,10,Cycling,Low Impact,10 min Cool Down Ride,2019-03-26 10:02 (EST),56,93,39%,74,15.48,2.57,73,,,
2019-04-02 05:40 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Warm Up Ride,2019-03-07 15:22 (EST),40,67,27%,97,13.21,2.20,52,,,
2019-04-02 05:53 (EST),On Demand,Ally Love,20,Cycling,Music,20 min 90s Rock Ride,2019-03-05 09:18 (EST),136,114,38%,91,16.90,5.62,179,,,
2019-04-03 05:48 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Warm Up Ride,2019-03-07 15:22 (EST),36,61,26%,96,12.78,2.13,47,93.76,,
2019-04-03 06:00 (EST),Live,Jennifer Jacobs,45,Cycling,Intervals,45 min Intervals Ride,2019-04-03 05:46 (EST),329,122,37%,84,16.21,12.15,358,125.93,,
2019-04-04 05:54 (EST),On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2018-12-27 14:28 (EST),43,71,30%,88,13.38,2.23,56,,,
2019-04-04 06:06 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2018-12-06 07:49 (EST),276,102,37%,83,15.93,11.94,363,,,
2019-04-05 06:47 (EST),On Demand,Ben Alldis,10,Cycling,Climb,10 min Climb Ride,2019-03-16 00:51 (EST),77,129,48%,68,17.83,2.97,101,,,
2019-04-06 05:53 (EST),On Demand,Christine D'Ercole,90,Cycling,Heart Rate Zone,90 min HRZ Endurance Ride,2018-10-20 12:34 (EST),554,103,39%,79,16.08,24.12,585,113.28,,
2019-04-07 12:30 (EST),On Demand,Cody Rigsby,20,Cycling,Low Impact,20 min Low Impact Ride,2019-03-26 10:52 (EST),126,105,39%,80,15.93,5.31,166,,,
2019-04-07 12:53 (EST),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-02-07 15:10 (EST),,,,,,,10,,,
2019-04-08 05:55 (EST),On Demand,Jennifer Jacobs,60,Cycling,Climb,60 min Climb Ride,2019-04-06 12:32 (EST),494,137,50%,67,18.22,18.21,651,,,
2019-04-08 06:56 (EST),On Demand,Ben Alldis,5,Cycling,Low Impact,5 min Cool Down Ride,2019-03-11 03:02 (EST),27,92,39%,76,15.52,1.28,36,,,
2019-04-09 05:54 (EST),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Warm Up Ride,2019-03-21 14:26 (EST),36,60,29%,87,12.90,2.14,47,,,
2019-04-09 06:08 (EST),On Demand,Matt Wilpers,20,Cycling,Intervals,20 min Tabata Ride,2019-02-15 10:20 (EST),157,131,43%,72,16.78,5.58,206,,,
2019-04-10 06:00 (EST),Live,Jennifer Jacobs,45,Cycling,Music,45 min Classic Rock Ride,2019-04-10 05:48 (EST),410,152,48%,74,18.84,14.12,540,,,
2019-04-11 05:51 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2019-04-04 05:49 (EST),287,107,40%,79,16.32,12.23,378,,,
2019-04-12 06:22 (EST),On Demand,Jenn Sherman,10,Cycling,Climb,10 min Climb Ride,2019-04-03 11:02 (EST),84,140,52%,65,18.34,3.05,110,,,
2019-04-12 06:54 (EST),On Demand,Ben Alldis,10,Cycling,Climb,10 min Climb Ride,2019-04-06 02:22 (EST),81,135,50%,65,18.05,3.00,106,,,
2019-04-13 05:21 (EST),On Demand,,10,Cycling,Scenic Ride,10 min Banff National Park Scenic Ride,,45,76,34%,80,14.22,2.37,60,,,
2019-04-13 05:34 (EST),On Demand,Christine D'Ercole,60,Cycling,Climb,60 min Climb Ride,2019-03-30 09:49 (EST),485,135,48%,71,18.14,18.14,639,,,
2019-04-13 06:35 (EST),On Demand,Olivia Amato,10,Cycling,Low Impact,10 min Cool Down Ride,2019-04-11 17:05 (EST),43,72,36%,71,13.83,2.30,57,,,
2019-04-14 12:02 (EST),On Demand,Emma Lovewell,15,Cycling,Low Impact,15 min Low Impact Ride,2019-03-21 15:51 (EST),87,97,37%,84,15.86,3.96,115,,,
2019-04-15 14:52 (EST),On Demand,Ally Love,20,Cycling,Music,20 min 80s Pop Ride,2019-02-19 09:18 (EST),131,109,39%,85,16.48,5.48,172,,,
2019-04-16 05:50 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2019-01-14 14:37 (EST),16,54,26%,89,12.17,1.01,21,,,
2019-04-16 05:57 (EST),On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-03-26 17:20 (EST),320,118,46%,67,15.68,11.76,421,,,
2019-04-16 06:44 (EST),On Demand,Robin Arzon,10,Cycling,Low Impact,10 min Cool Down Ride,2019-04-10 17:01 (EST),53,88,37%,77,15.12,2.51,69,,,
2019-04-17 05:52 (EST),On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2017-03-08 11:00 (EST),61,102,37%,86,16.03,2.67,80,,,
2019-04-17 06:07 (EST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2018-12-27 09:00 (EST),201,168,45%,85,19.93,6.64,265,60.02,,
2019-04-18 05:18 (EST),On Demand,Christine D'Ercole,60,Cycling,Heart Rate Zone,60 min HRZ Threshold Ride,2019-04-06 09:49 (EST),463,129,41%,82,17.28,17.28,449,120.36,,
2019-04-18 06:20 (EST),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Cool Down Ride,2019-04-17 11:02 (EST),54,90,38%,77,15.23,2.53,70,117.53,,
2019-04-19 05:24 (EST),On Demand,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2019-04-01 09:52 (EST),105,88,36%,80,15.16,5.04,140,,,
2019-04-20 15:48 (EST),On Demand,Denis Morton,20,Yoga,Power,20 min Power Yoga,2019-04-02 17:20 (EST),,,,,,,69,,,
2019-04-21 15:19 (EST),On Demand,Olivia Amato,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2019-03-29 10:56 (EST),,,,,,,25,,,
2019-04-22 16:05 (EST),On Demand,Emma Lovewell,20,Cycling,Music,20 min Hip Hop Ride,2019-04-22 10:18 (EST),153,128,41%,82,17.22,5.72,203,,,
2019-04-23 05:47 (EST),On Demand,Olivia Amato,10,Cycling,Low Impact,10 min Warm Up Ride,2019-04-22 15:00 (EST),47,79,33%,85,14.28,2.38,63,,,
2019-04-23 05:59 (EST),On Demand,Jennifer Jacobs,45,Cycling,Climb,45 min Climb Ride,2019-04-11 06:49 (EST),387,143,51%,69,18.65,13.98,514,,,
2019-04-23 06:46 (EST),On Demand,Jess King,10,Cycling,Low Impact,10 min Cool Down Ride,2019-04-22 17:02 (EST),55,92,34%,89,15.40,2.56,73,,,
2019-04-24 05:38 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Show Up Ride,2019-04-19 00:00 (EST),190,118,44%,75,16.86,7.57,253,,,
2019-04-25 05:43 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Warm Up Ride,2019-04-16 14:19 (EST),18,61,29%,86,12.80,1.07,24,,,
2019-04-25 05:50 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2019-04-13 12:34 (EST),451,125,40%,85,17.44,17.43,600,,,
2019-04-25 06:51 (EST),On Demand,Jenn Sherman,10,Cycling,Low Impact,10 min Low Impact Ride,2019-04-23 10:02 (EST),38,63,33%,73,12.86,2.14,50,,,
2019-04-26 11:15 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min Disco Ride,2019-03-26 10:18 (EST),156,130,44%,79,17.59,5.86,207,,,
2019-04-27 06:06 (EST),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2019-02-14 09:19 (EST),249,138,45%,77,18.08,9.03,331,,,
2019-04-27 06:38 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2019-04-11 11:19 (EST),217,120,40%,82,17.24,8.61,288,,,
2019-04-27 07:10 (EST),On Demand,Jennifer Jacobs,30,Cycling,Music,30 min 80s Rock Ride,2019-03-11 13:19 (EST),226,126,44%,73,17.11,8.55,301,,,
2019-04-27 07:42 (EST),On Demand,Jennifer Jacobs,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-03-11 14:30 (EST),,,,,,,12,,,
2019-04-28 05:39 (EST),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2019-04-12 02:07 (EST),114,95,37%,81,15.44,5.14,151,,,
2019-04-29 08:53 (EST),On Demand,Cody Rigsby,20,Cycling,Music,20 min 80s Ride,2019-04-09 10:51 (EST),136,113,40%,82,16.47,5.48,184,,,
2019-04-30 05:49 (EST),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Warm Up Ride,2019-03-21 14:26 (EST),36,60,27%,92,12.88,2.14,48,,,
2019-04-30 06:02 (EST),On Demand,Jennifer Jacobs,45,Cycling,Climb,45 min Climb Ride,2019-04-24 05:48 (EST),389,144,41%,89,18.51,13.88,514,,,
2019-04-30 06:49 (EST),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Cool Down Ride,2019-04-26 10:02 (EST),47,78,36%,76,14.44,2.40,61,,,
2019-05-01 05:58 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Show Up Ride,2019-04-26 12:21 (EST),204,126,43%,79,17.42,7.82,270,,,
2019-05-02 16:35 (EST),On Demand,Denis Morton,20,Cycling,Music,20 min 80s Pop Ride,2019-04-29 09:19 (EST),154,128,42%,81,17.50,5.83,203,,,
2019-05-04 05:56 (EST),On Demand,Jennifer Jacobs,15,Cycling,Low Impact,15 min Warm Up Ride,2019-02-16 14:14 (EST),86,96,38%,82,15.76,3.94,113,,,
2019-05-04 06:12 (EST),On Demand,Christine D'Ercole,30,Cycling,Theme,30 min Crank It Up Ride,2019-05-03 09:43 (EST),251,140,44%,80,17.92,8.96,332,,,
2019-05-04 06:45 (EST),On Demand,Jennifer Jacobs,30,Cycling,Music,30 min 80s Pop Ride,2019-05-03 07:43 (EST),222,123,44%,75,17.26,8.63,293,,,
2019-05-05 06:32 (EST),On Demand,Denis Morton,30,Cycling,Theme,30 min Fresh Friday Ride,2019-05-03 15:12 (EST),182,101,38%,82,16.02,8.00,240,,,
2019-05-06 08:00 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min 80s Ride,2019-05-06 07:47 (EST),376,139,47%,74,18.07,13.55,494,,,
2019-05-08 05:37 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2019-03-31 15:19 (EST),188,104,39%,80,16.16,8.08,247,,,
2019-05-09 05:57 (EST),On Demand,Robin Arzon,5,Cycling,Low Impact,5 min Warm Up Ride,2019-04-16 14:19 (EST),22,75,32%,87,14.22,1.18,29,,,
2019-05-09 06:04 (EST),On Demand,Jennifer Jacobs,45,Cycling,Climb,45 min Climb Ride,2019-03-18 05:48 (EST),316,117,39%,82,16.60,12.45,416,,,
2019-05-11 06:01 (EST),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Warm Up Ride,2019-03-21 14:26 (EST),34,57,26%,91,12.50,2.08,45,,,
2019-05-11 06:14 (EST),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2019-05-09 09:19 (EST),243,135,44%,78,17.95,8.97,320,,,
2019-05-11 06:48 (EST),On Demand,Matt Wilpers,20,Cycling,Music,20 min EDM/Electronic Dance Ride,2019-05-10 10:51 (EST),118,98,40%,75,15.50,5.16,155,,,
2019-05-13 07:05 (EST),On Demand,Kristin McGee,20,Yoga,Flow,20 min Yoga Flow,2019-04-25 06:49 (EST),,,,,,,46,,,
2019-05-15 05:37 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Show Up Ride,2019-05-10 12:19 (EST),202,112,41%,77,16.51,8.25,265,,,
2019-05-16 05:35 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2019-05-09 07:49 (EST),323,120,39%,83,16.68,12.51,425,,,
2019-05-16 06:21 (EST),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Cool Down Ride,2019-05-09 17:01 (EST),55,92,40%,74,15.61,2.59,73,,,
2019-05-18 05:55 (EST),On Demand,Jennifer Jacobs,45,Cycling,Climb,45 min Climb Ride,2019-03-02 07:48 (EST),386,143,47%,75,18.29,13.71,508,,,
2019-05-18 06:42 (EST),On Demand,Jenn Sherman,10,Cycling,Low Impact,10 min Cool Down Ride,2019-05-15 11:02 (EST),51,85,38%,70,14.47,2.40,67,,,
2019-05-19 05:43 (EST),On Demand,Christine D'Ercole,30,Cycling,Low Impact,30 min Low Impact Ride,2019-05-15 12:19 (EST),179,99,37%,83,15.70,7.84,235,,,
2019-05-23 05:43 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-05-16 07:48 (EST),303,112,37%,89,16.63,12.47,399,,,
2019-05-24 08:52 (EST),On Demand,Ally Love,15,Cycling,Music,15 min 90s Rock Ride,2019-05-19 12:00 (EST),112,125,39%,89,17.34,4.32,148,,,
2019-05-25 05:06 (EST),On Demand,Christine D'Ercole,45,Cycling,Theme,45 min Crank It Up Ride,2019-05-21 19:18 (EST),296,110,39%,81,15.98,11.98,389,,,
2019-05-25 05:52 (EST),On Demand,Ben Alldis,5,Cycling,Low Impact,5 min Cool Down Ride,2019-05-21 09:11 (EST),26,86,37%,79,15.09,1.25,34,,,
2019-05-27 05:55 (EST),On Demand,Jennifer Jacobs,45,Cycling,Heart Rate Zone,45 min HRZ Endurance Ride,2019-05-20 19:18 (EST),342,127,43%,79,17.79,13.33,327,118.07,,
2019-05-27 06:42 (EST),On Demand,Jennifer Jacobs,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2019-05-23 14:36 (EST),,,,,,,17,86.87,,
2019-05-29 05:39 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Show Up Ride,2019-05-24 12:18 (EST),206,115,43%,76,16.79,8.39,271,,,
2019-05-30 05:56 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2019-05-16 05:48 (EST),307,114,38%,84,16.59,12.44,403,,,
2019-05-30 06:43 (EST),On Demand,Christine D'Ercole,10,Cycling,Low Impact,10 min Cool Down Ride,2019-05-23 10:02 (EST),42,71,31%,87,13.88,2.31,56,,,
2019-06-01 05:51 (EST),On Demand,Christine D'Ercole,60,Cycling,Climb,60 min Climb Ride,2019-04-20 09:48 (EST),473,131,45%,74,17.79,17.78,622,,,
2019-06-01 06:53 (EST),On Demand,,10,Cycling,Scenic Ride,10 min Mount St. Helens Scenic Ride,,29,49,28%,68,10.63,1.77,38,,,
2019-06-02 05:48 (EST),On Demand,Aditi Shah,20,Yoga,Flow,20 min Yoga Flow,2019-05-15 17:21 (EST),,,,,,,70,,,
2019-06-04 06:43 (EST),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2019-06-03 16:18 (EST),164,91,37%,81,15.29,7.64,216,,,
2019-06-05 05:56 (EST),On Demand,Cody Rigsby,30,Cycling,Music,30 min 80s Pop Ride,2019-05-31 14:00 (EST),201,112,42%,75,16.47,8.23,265,,,
2019-06-06 06:19 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2019-05-23 05:47 (EST),320,118,40%,84,17.14,12.85,420,,,
2019-06-08 06:09 (EST),On Demand,Jennifer Jacobs,30,Cycling,Climb,30 min Climb Ride,2019-05-06 13:17 (EST),276,154,48%,76,18.92,9.45,363,,,
2019-06-08 06:41 (EST),On Demand,Ally Love,5,Cycling,Low Impact,5 min Cool Down Ride,2019-05-13 15:51 (EST),24,80,35%,80,14.55,1.21,32,,,
2019-06-11 05:26 (EST),On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-06-04 17:18 (EST),337,125,39%,82,16.42,12.30,443,,,
2019-06-12 05:32 (EST),On Demand,Alex Toussaint,30,Cycling,Low Impact,30 min Low Impact Ride,2019-06-06 16:17 (EST),177,99,38%,80,15.72,7.85,233,,,
2019-06-13 05:48 (EST),On Demand,Jennifer Jacobs,45,Cycling,Climb,45 min Climb Ride,2019-05-18 07:48 (EST),364,135,43%,80,18.06,13.53,479,,,
2019-06-13 06:34 (EST),On Demand,Ben Alldis,5,Cycling,Low Impact,5 min Cool Down Ride,2019-06-11 05:45 (EST),23,77,34%,80,14.24,1.18,30,,,
2019-06-16 12:13 (EST),On Demand,Cody Rigsby,30,Cycling,Theme,30 min Show Up Ride,2019-04-12 12:20 (EST),253,141,47%,75,18.29,9.14,333,,,
2019-06-16 12:44 (EST),On Demand,Ben Alldis,5,Cycling,Low Impact,5 min Cool Down Ride,2019-06-11 05:45 (EST),40,133,41%,86,18.00,1.49,52,,,
2019-06-18 04:29 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2019-06-15 12:34 (EST),446,124,40%,84,17.15,17.15,586,,,
2019-06-18 05:29 (EST),On Demand,Leanne Hainsby,5,Cycling,Low Impact,5 min Cool Down Ride,2019-05-19 02:05 (EST),19,64,33%,73,12.77,1.06,25,,,
2019-06-20 05:32 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2019-06-11 15:10 (EST),17,56,29%,79,12.40,1.03,22,,,
2019-06-20 05:39 (EST),On Demand,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-06-18 17:20 (EST),294,109,42%,69,14.55,10.90,387,,,
2019-06-20 06:25 (EST),On Demand,Leanne Hainsby,5,Cycling,Low Impact,5 min Cool Down Ride,2019-02-27 01:07 (EST),21,71,36%,71,13.69,1.13,28,,,
2019-06-22 05:52 (EST),On Demand,Christine D'Ercole,5,Cycling,Low Impact,5 min Warm Up Ride,2019-06-11 15:10 (EST),17,57,29%,82,12.56,1.04,22,,,
2019-06-22 05:59 (EST),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2019-06-12 11:18 (EST),237,132,41%,86,17.85,8.92,312,,,
2019-06-22 06:31 (EST),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Cool Down Ride,2019-06-17 10:02 (EST),43,72,32%,88,14.09,2.34,57,,,
2019-06-24 09:22 (EST),On Demand,Cody Rigsby,20,Cycling,Low Impact,20 min Low Impact Ride,2019-06-18 10:51 (EST),129,108,37%,84,15.90,5.30,170,,,
2019-06-25 05:54 (EST),On Demand,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2019-06-22 11:34 (EST),332,123,40%,85,17.35,13.00,437,,,
2019-06-26 05:46 (EST),On Demand,Christine D'Ercole,30,Cycling,Low Impact,30 min Low Impact Ride,2019-06-24 11:19 (EST),161,90,37%,78,15.04,7.51,212,,,
2019-06-27 05:12 (EST),On Demand,Jess King,10,Cycling,Low Impact,10 min Warm Up Ride,2019-05-31 14:55 (EST),53,89,35%,85,15.14,2.52,70,,,
